DNI ENCRIPTADO,RESPUESTAS TEXTUALES_1,RESPUESTAS TEXTUALES_2,RESPUESTAS TEXTUALES_3,RESPUESTAS TEXTUALES_4,RESPUESTAS TEXTUALES_5,RESPUESTAS TEXTUALES_6,RESPUESTAS TEXTUALES_7,RESPUESTAS TEXTUALES_8,RESPUESTAS TEXTUALES_9,RESPUESTAS TEXTUALES_10,RESPUESTAS TEXTUALES_11,RESPUESTAS TEXTUALES_12,RESPUESTAS TEXTUALES_13,RESPUESTAS TEXTUALES_14,RESPUESTAS TEXTUALES_15,RESPUESTAS TEXTUALES_16,RESPUESTAS TEXTUALES_17,RESPUESTAS TEXTUALES_18,RESPUESTAS TEXTUALES_19,RESPUESTAS TEXTUALES_20,RESPUESTAS TEXTUALES_21,RESPUESTAS TEXTUALES_22,RESPUESTAS TEXTUALES_23,RESPUESTAS TEXTUALES_24,RESPUESTAS TEXTUALES_25,RESPUESTAS TEXTUALES_26,RESPUESTAS TEXTUALES_27,RESPUESTAS TEXTUALES_28,RESPUESTAS TEXTUALES_29,RESPUESTAS TEXTUALES_30,RESPUESTA NUMERICA_1,RESPUESTA NUMERICA_2,RESPUESTA NUMERICA_3,RESPUESTA NUMERICA_4,RESPUESTA NUMERICA_5,RESPUESTA NUMERICA_6,RESPUESTA NUMERICA_7,RESPUESTA NUMERICA_8,RESPUESTA NUMERICA_9,RESPUESTA NUMERICA_10,RESPUESTA NUMERICA_11,RESPUESTA NUMERICA_12,RESPUESTA NUMERICA_13,RESPUESTA NUMERICA_14,RESPUESTA NUMERICA_15,RESPUESTA NUMERICA_16,RESPUESTA NUMERICA_17,RESPUESTA NUMERICA_18,RESPUESTA NUMERICA_19,RESPUESTA NUMERICA_20,RESPUESTA NUMERICA_21,RESPUESTA NUMERICA_22,RESPUESTA NUMERICA_23,RESPUESTA NUMERICA_24,RESPUESTA NUMERICA_25,RESPUESTA NUMERICA_26,RESPUESTA NUMERICA_27,RESPUESTA NUMERICA_28,RESPUESTA NUMERICA_29,RESPUESTA NUMERICA_30,SUM_PUNTAJES_INTRAPERSONAL,SUM_PUNTAJES_INTERPERSONALES,SUM_PUNTAJES_MANEJO_ESTRES,SUM_PUNTAJES_ADAPTABILIDAD,SUM_IMPRESION_POSITIVA,TOTAL_COC_EMOCIONAL,INTRAPERSONAL_MEDIA,INTRAPERSONAL_DESVIACION,INTERPERSONAL_MEDIA,INTERPERSONAL_DESVIACION,MANEJO_ESTRES_MEDIA,MANEJO_ESTRES_DESVIACION,ADAPTABILIDAD_MEDIA,ADAPTABILIDAD_DESVIACION,IMPRESION_POSITIVA_MEDIA,IMPRESION_POSITIVA_DESVIACION,TOTAL_COC_EMOCIONAL_MEDIA,TOTAL_COC_ECOCIONAL_DESVIACION,CONVERSION_FINAL_INTRAPERSONAL,CONVERSION_FINAL_INTEPERSONAL,CONVERSION_FINAL_MANEJO_ESTRES,CONVERSION_FINAL_APDAPTABILIDAD,CONVERSION_FINAL_IMPRESIÓN POSITIVA,CONVERSION_FINAL_TOTAL_COC_EMOC,Fecha de nacimiento de Champ,Edad de Champ,Sede de Champ,Grado de Champ,"Champ tiene alguna alergia, condición o enfermedad",Champ para talleres virtuales se puede conectar de,¿Qué tema te interesa Champ?,"¿Con quienes vives?
Por ejemplo: Con mi padres y hermanos",¿Cuáles son tus pasatiempos favoritos?  Por ejemplo: Leer y jugar videojuegos,"¿Cuáles son tus cursos favoritos?
Por ejemplo: Matemática y Comunicación","¿Cuál es tu deporte favorito?
Por ejemplo: Fútbol","¿Qué te gustaría estudiar o ser de grande?
Por ejemplo: Doctor",¿Qué te gustaría hacer para mejorar el Perú?,¿Te gustaría estudiar en una universidad extranjera?,"Cuéntanos si ganaste un reconocimiento, concurso, beca, tienes una organización o has sido voluntario/a en el 2023","En Perú Champs nos preocupa tu bienestar. ¿Hay algo que quieras compartirnos sobre algo que fue difícil en el 2023, algo que te hiciera sentir triste o frustrado/a? Este espacio es confidencial y no afecta tu beca",¿Tiene otro champ?,DNI DEL APODERADO ENCRIPTADO,Qué relación tiene con Champ,Su Champ tiene un apoderada/o adicional a Usted,¿Tienes un negocio propio o emprendimiento?,La conexión a Internet en su casa es,Tu internet es,"¿Algún familiar con el que viva tiene alguna condición, discapacidad o enfermedad crónica que requiera de cuidados constante?",Cuéntanos brevemente cómo se encuentran actualmente,¿Quién apoya a su Champ con sus tareas?,SEXO,EDAD,GRADO,SEDE,REGIÓN,ORIGEN,ESTADO,AÑO DE INGRESO,SALUD,MODALIDAD DE INGRESO,DNI PAPÁ ENCRIPTADO,DNI MAMÁ ENCRIPTADO,NRE (NIVEL DE RIESGO EMOCIONAL),CANTERA,CONDICIÓN DE SALUD,¿Qué tema te interesa Champ?_cuestionario,"¿Con quienes vives?
Por ejemplo: Con mi padres y hermanos_cuestionario",¿Cuáles son tus pasatiempos favoritos?  Por ejemplo: Leer y jugar videojuegos_cuestionario,"¿Cuáles son tus cursos favoritos?
Por ejemplo: Matemática y Comunicación_cuestionario","¿Cuál es tu deporte favorito?
Por ejemplo: Fútbol_cuestionario","¿Qué te gustaría estudiar o ser de grande?
Por ejemplo: Doctor_cuestionario",¿Qué te gustaría hacer para mejorar el Perú?_cuestionario,¿Te gustaría estudiar en una universidad extranjera?_cuestionario,"Cuéntanos si ganaste un reconocimiento, concurso, beca, tienes una organización o has sido voluntario/a en el 2023_cuestionario","En Perú Champs nos preocupa tu bienestar. ¿Hay algo que quieras compartirnos sobre algo que fue difícil en el 2023, algo que te hiciera sentir triste o frustrado/a? Este espacio es confidencial y no afecta tu beca_cuestionario",GRADO_notas,SEDE_notas,CANTERA_notas,Matemática,Comunicación,Inglés,Ciencias,Dpsc,Educación Física,Arte,Conducta,PROMEDIO,PREFINAL,POR CURSO,NRA
RYAYSIDZ,A menudo,Muy a menudo,A menudo,Muy a menudo,Muy rara vez,A menudo,Muy a menudo,Muy rara vez,Rara Vez,A menudo,Rara vez,Muy rara vez,A menudo,Rara vez,Rara vez,Rara vez,Muy rara vez,Muy a menudo,Muy a menudo,Rara vez,Muy rara vez,A menudo,Muy a menudo,Muy a menudo,Muy rara vez,Rara vez,Muy rara vez,Muy a menudo,Rara vez,A menudo,3,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,3.0,17,22,22,19,14,94,14.85,3.33,18.61,3.71,18.07,4.01,17.08,4.28,17.04,3.16,68.82,9.18,110,114,115,107,86,141,2015-11-19 00:00:00,8,SURCO 1 - AMBROSIO (REF. Espalda de la Av. Lima),3ero,al polvo del ambiente a veces,Laptop,Acción por el clima,Padres y hermana,"Leer, Futbol, jugar con legos",Matemáticas y arte,Fútbol,"Ser ingeniero,Policia",La seguridad en el país,Sí,Primer puesto en el concurso de arte del colegio,No me gustaba que mis compañeros no me dejen copiar la pizarra a veces.,No,EZZYIRIE,Mamá de Champ,"Sí, tiene otra/o apoderada/o",No,Internet propio,Estable,No,Me encuentro muy bien feliz de iniciar una nueva experiencia.,Mamá,M,8.0,Tercero,Surco Ambrosio,Lima,Nuevos,Matriculado,2024.0,Ninguno,Académica,EZZRWWDW,EZZYIRIE,BAJO,Académica,al polvo del ambiente a veces,Acción por el clima,Padres y hermana,"Leer, Futbol, jugar con legos",Matemáticas y arte,Fútbol,"Ser ingeniero,Policia",La seguridad en el país,Sí,Primer puesto en el concurso de arte del colegio,No me gustaba que mis compañeros no me dejen copiar la pizarra a veces.,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
RYAYNYSA,A menudo,Muy a menudo,Muy a menudo,A menudo,Rara Vez,A menudo,Rara Vez,Muy rara vez,Muy rara vez,A menudo,A menudo,Rara vez,Muy a menudo,A menudo,Muy a menudo,Muy a menudo,Rara vez,Rara vez,Muy a menudo,Rara vez,Rara vez,Muy a menudo,A menudo,Muy a menudo,A menudo,A menudo,Rara vez,A menudo,Rara vez,Muy a menudo,3,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,17,18,20,23,18,96,14.85,3.33,18.61,3.71,18.07,4.01,17.08,4.28,17.04,3.16,68.82,9.18,110,98,107,121,105,144,2015-11-12 00:00:00,8,SJL 4 - EL SOL (REF. A la vuelta de UTP),3ero,Ninguno,Laptop,Salud y bienestar,"Con mi mamá, mi abuelo y mi tío",Jugar con mis primos y ver TV,Matemática  y ciencias,Lucha ,Biólogo,Ayudar a las personas pobres,Sí,La beca Perú Champs,"Ví un video que me dio mucha pena, era una tortuga muriendo por un caimán.",No,IWADSWWD,Mamá de Champ,"Sí, tiene otra/o apoderada/o",No,Internet propio,Estable,Sí,"mi abuelo recibe medicación para la diabetes. Tiene problemas con el equilibrio de su cuerpo, se le ayuda a desplazarse con la silla de ruedas.",Mamá,M,8.0,Tercero,SJL El Sol,Lima,Nuevos,Matriculado,2024.0,Ninguno,Académica,IDDIRIAI,IWADSWWD,BAJO,Académica,Ninguno,Salud y bienestar,"Con mi mamá, mi abuelo y mi tío",Jugar con mis primos y ver TV,Matemática  y ciencias,Lucha,Biólogo,Ayudar a las personas pobres,Sí,La beca Perú Champs,"Ví un video que me dio mucha pena, era una tortuga muriendo por un caimán.",Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
RYDEDYRS,Muy a menudo,A menudo,Muy a menudo,A menudo,Muy rara vez,Muy a menudo,A menudo,Muy rara vez,Muy rara vez,A menudo,Muy a menudo,A menudo,A menudo,A menudo,Muy a menudo,A menudo,Muy rara vez,Muy a menudo,Muy a menudo,Muy rara vez,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy rara vez,Muy rara vez,Muy a menudo,Muy rara vez,Muy a menudo,4,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,20,23,24,21,20,108,14.85,3.33,18.61,3.71,18.07,4.01,17.08,4.28,17.04,3.16,68.82,9.18,123,118,122,114,114,164,2016-02-03 00:00:00,8,PIURA 1 - LOS EJIDOS (REF. Por la Urb. Los Corales),3ero,Ninguno,Celular,Salud y bienestar,Con mis padres y hermano,Jugar con mis amigos y cantar ,Matemática y física ,Natación ,Doctor ,Trabajar cuidando el medio ambiente ,Sí,"Si, concurso de emprendimiento en mi colegio 2023",Nada ,No,IWEWYYES,Papá de Champ,"No, yo soy la única persona apoderada/o",Sí,Internet por recarga,Estable,No,Trabajando para superarnos como familia día a día ,Papá y mamá,M,8.0,Tercero,Piura Los Ejidos,Piura,Nuevos,Matriculado,2024.0,Ninguno,Académica,IWEWYYES,IDREYZIW,BAJO,Académica,Ninguno,Salud y bienestar,Con mis padres y hermano,Jugar con mis amigos y cantar,Matemática y física,Natación,Doctor,Trabajar cuidando el medio ambiente,Sí,"Si, concurso de emprendimiento en mi colegio 2023",Nada,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
RRYSNDAY,A menudo,Rara Vez,Rara Vez,Muy a menudo,Rara Vez,A menudo,A menudo,Muy rara vez,Rara Vez,Muy a menudo,A menudo,Rara vez,A menudo,A menudo,Muy a menudo,A menudo,Rara vez,A menudo,A menudo,Rara vez,A menudo,A menudo,A menudo,Muy a menudo,A menudo,A menudo,Rara vez,Muy a menudo,Muy rara vez,Muy a menudo,3,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,16,21,20,20,17,94,13.68,3.32,19.47,3.15,17.03,3.38,17.5,3.92,15.73,2.76,67.88,8.66,110,107,113,110,107,145,2012-12-16 00:00:00,11,SJL 1 - CAMPOY (REF. Alt. Tottus de Av. Malecón Checa),6to,Ninguno,Computadora,Igualdad de género,Con mis padres y mi hermano,Bailar marinera,Ingles y computaciòn,basquetbol ,Arquitecta,Reducir la pobreza ,Sí,No.,Ninguno,No,IAASZWID,Mamá de Champ,"Sí, tiene otra/o apoderada/o",No,Internet prestado,Estable,No,Bien,Hermanos/as mayores,F,11.0,Sexto,SJL Campoy,Lima,Nuevos,Matriculado,2024.0,Ninguno,Académica,ISRZNYRI,IAASZWID,BAJO,Académica,Ninguno,Igualdad de género,Con mis padres y mi hermano,Bailar marinera,Ingles y computaciòn,basquetbol,Arquitecta,Reducir la pobreza,Sí,No.,Ninguno,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
ADYINEN,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy rara vez,A menudo,Muy a menudo,Muy rara vez,Muy rara vez,Muy a menudo,Muy a menudo,Muy rara vez,Muy a menudo,A menudo,Muy a menudo,Muy a menudo,Muy rara vez,Muy a menudo,Muy a menudo,A menudo,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Rara vez,Muy rara vez,Muy a menudo,Muy rara vez,A menudo,3,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,20,22,24,24,23,113,14.85,3.33,18.61,3.71,18.07,4.01,17.08,4.28,17.04,3.16,68.82,9.18,123,114,122,124,128,172,2014-08-05 00:00:00,11,SJL 4 - EL SOL (REF. A la vuelta de UTP),6to,Ninguno,Celular,Salud y bienestar,Con mis padres y hermanos,Jugar futbol,Matemática ,Fútbol ,Doctor,Eliminar la corrupción ,Sí,No,No,No,EZIDZADD,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet propio,Estable,No,Bien,Mamá,M,9.650806476651763,Sexto,SJL El Sol,Lima,Renovación,Matriculado,2023.0598640089418,Ninguno,Académica,Z,EZNDNYYW,BAJO,Académica,Ninguno,Salud y bienestar,Con mis padres y hermanos,Jugar futbol,Matemática,Fútbol,Veterinaria,Combatir la delincuencia,Sí,No,No,Noveno,SJL 4 - El Sol,Académica,17.363668262810886,17.747533487731594,16.48227502712402,17.64111724878985,17.082221300701054,18.1908104344016,18.301750959772995,18.03269284134535,17.544196674252596,17.559288411784344,APROBADO,BAJO
RYZNSAAA,Rara Vez,Rara Vez,A menudo,Muy a menudo,Rara Vez,Muy rara vez,Rara Vez,Muy rara vez,A menudo,A menudo,Muy rara vez,Muy rara vez,Rara vez,Rara vez,A menudo,A menudo,A menudo,Rara vez,A menudo,Rara vez,Rara vez,A menudo,A menudo,A menudo,A menudo,Rara vez,A menudo,A menudo,Rara vez,Rara vez,2,2.0,3.0,4.0,3.0,1.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,14,16,16,17,14,77,14.85,3.33,18.61,3.71,18.07,4.01,17.08,4.28,17.04,3.16,68.82,9.18,96,89,92,100,86,113,2015-04-11 00:00:00,8,ATE 1 - SANTA CLARA (REF. Frente a la Fabrica Laive),3ero,Ninguno,Computadora,Salud y bienestar,Mis padres y hermanos,"jugar videojuegos, armar poli cubos","matemáticas, educación  física, arte",atletismo,Policía,Hacer entender que contaminar hace mucho daño,Sí,concurso de matematicas,dejar a mis amigos,No,IESADENS,Mamá de Champ,"Sí, tiene otra/o apoderada/o",No,Internet propio,Estable,No,Dentro de la crisis que atravesamos seguimos con saliendo adelante,Mamá,M,9.0,Tercero,Ate Santa Clara,Lima,Nuevos,Matriculado,2024.0,Ninguno,Académica,IIZRZNAW,IESADENS,BAJO,Académica,Ninguno,Salud y bienestar,Mis padres y hermanos,"jugar videojuegos, armar poli cubos","matemáticas, educación  física, arte",atletismo,Policía,Hacer entender que contaminar hace mucho daño,Sí,concurso de matematicas,dejar a mis amigos,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
RYZNSAAA,Rara Vez,Rara Vez,A menudo,Muy a menudo,Rara Vez,Muy rara vez,Rara Vez,Muy rara vez,A menudo,A menudo,Muy rara vez,Muy rara vez,Rara vez,Rara vez,A menudo,A menudo,A menudo,Rara vez,A menudo,Rara vez,Rara vez,A menudo,A menudo,A menudo,A menudo,Rara vez,A menudo,A menudo,Rara vez,Rara vez,2,2.0,3.0,4.0,3.0,1.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,14,16,16,17,14,77,14.85,3.33,18.61,3.71,18.07,4.01,17.08,4.28,17.04,3.16,68.82,9.18,96,89,92,100,86,113,2015-04-11 00:00:00,8,ATE 1 - SANTA CLARA (REF. Frente a la Fabrica Laive),3ero,Ninguno,Computadora,Salud y bienestar,padres y hermanos,"jugar videojuegos, armar poli cubos","matemáticas, educación física,arte",Atletismo,Policía,Hacer que todas la personas entiendan que la contaminación causa mucho daño,Sí,concurso de matemáticas,despedirme de mis amigos,No,EZIDZADD,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet propio,Estable,No,Bien,Lo realiza solo/a,M,9.0,Tercero,Ate Santa Clara,Lima,Nuevos,Matriculado,2024.0,Ninguno,Académica,IIZRZNAW,IESADENS,BAJO,Académica,Ninguno,Salud y bienestar,Mis padres y hermanos,"jugar videojuegos, armar poli cubos","matemáticas, educación  física, arte",atletismo,Policía,Hacer entender que contaminar hace mucho daño,Sí,concurso de matematicas,dejar a mis amigos,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
WEDNYWRN,A menudo,Rara Vez,A menudo,Muy a menudo,Muy rara vez,Muy a menudo,Muy a menudo,Muy rara vez,Rara Vez,Muy a menudo,Muy rara vez,A menudo,Muy a menudo,Muy rara vez,Muy a menudo,Muy rara vez,Muy rara vez,Muy a menudo,Muy a menudo,Muy rara vez,Muy rara vez,Muy rara vez,Muy a menudo,Rara vez,Muy a menudo,A menudo,Muy rara vez,Muy a menudo,Muy rara vez,Rara vez,3,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,12,21,23,16,17,89,14.17,3.2,18.26,3.26,17.51,3.61,17.54,3.7,15.97,2.93,67.47,8.57,90,113,123,94,105,138,2014-02-04 00:00:00,10,"HUÁNUCO AMARILIS (REF. Urb. Habilitación Urbana, Amarilis)",5to,Ninguno,Laptop,Salud y bienestar,MAMA,JUGAR,MATEMATICA,FUTBOL,OFICIAL,CAMBIAR PRIMERO NOSOTROS MISMOS,Sí,NO,NO,No,IWNRWYZA,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet propio,Estable,No,bien,Mamá,M,10.0,Quinto,Huánuco,Huanuco,Nuevos,Matriculado,2024.0,Ninguno,Académica,IWISZWIR,IWNRWYZA,BAJO,Académica,Ninguno,Salud y bienestar,MAMA,JUGAR,MATEMATICA,FUTBOL,OFICIAL,CAMBIAR PRIMERO NOSOTROS MISMOS,Sí,NO,NO,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
WEDNYWRN,A menudo,Rara Vez,A menudo,Muy a menudo,Muy rara vez,Muy a menudo,Muy a menudo,Muy rara vez,Rara Vez,Muy a menudo,Muy rara vez,A menudo,Muy a menudo,Muy rara vez,Muy a menudo,Muy rara vez,Muy rara vez,Muy a menudo,Muy a menudo,Muy rara vez,Muy rara vez,Muy rara vez,Muy a menudo,Rara vez,Muy a menudo,A menudo,Muy rara vez,Muy a menudo,Muy rara vez,Rara vez,3,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,12,21,23,16,17,89,14.17,3.2,18.26,3.26,17.51,3.61,17.54,3.7,15.97,2.93,67.47,8.57,90,113,123,94,105,138,2014-02-04 00:00:00,10,"HUÁNUCO AMARILIS (REF. Urb. Habilitación Urbana, Amarilis)",5to,Ninguno,Laptop,Salud y bienestar,Mama,Jugar,Matematica,Futbol,Oficial,Insentivar valores morales,Sí,No,No,No,IWNRWYZA,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet propio,Estable,No,Bien,Mamá,M,10.0,Quinto,Huánuco,Huanuco,Nuevos,Matriculado,2024.0,Ninguno,Académica,IWISZWIR,IWNRWYZA,BAJO,Académica,Ninguno,Salud y bienestar,MAMA,JUGAR,MATEMATICA,FUTBOL,OFICIAL,CAMBIAR PRIMERO NOSOTROS MISMOS,Sí,NO,NO,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
RWZAZAWN,A menudo,Muy rara vez,Muy a menudo,Muy a menudo,A menudo,Muy rara vez,A menudo,Muy rara vez,Muy rara vez,A menudo,A menudo,Rara vez,A menudo,Muy rara vez,Muy a menudo,A menudo,Rara vez,A menudo,Rara vez,Muy rara vez,Muy rara vez,A menudo,A menudo,A menudo,Rara vez,Rara vez,Muy rara vez,Muy a menudo,Rara vez,Muy a menudo,3,1.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,10,21,20,17,17,85,14.17,3.2,18.26,3.26,17.51,3.61,17.54,3.7,15.97,2.93,67.47,8.57,80,113,110,98,105,131,2013-02-26 00:00:00,10,COMAS 2 - EL RETABLO (REF. Altura de metro de Belaunde),6to,Ninguno,"Celular, Laptop",Reducción de las desigualdades,Padres y hermanos,Jugar futbol,Comunicación,Fútbol,Futbolista,Apoyar a todos los deportistas,Sí,Si,Fallar un penal en un partido final,No,ISWAYWSY,Mamá de Champ,"No, yo soy la única persona apoderada/o",Sí,Internet propio,Estable,No, Bien de salud,Mamá,M,11.0,Sexto,Comas El Retablo,Lima,Nuevos,Matriculado,2024.0,Ninguno,Académica,IASWZZYW,ISWAYWSY,BAJO,Académica,Ninguno,Reducción de las desigualdades,Padres y hermanos,Jugar futbol,Comunicación,Fútbol,Futbolista,Apoyar a todos los deportistas,Sí,Si,Fallar un penal en un partido final,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
RYDEWAAD,A menudo,A menudo,Rara Vez,Muy a menudo,Muy rara vez,A menudo,Muy a menudo,Muy rara vez,Muy rara vez,A menudo,Rara vez,Rara vez,A menudo,Rara vez,Muy a menudo,A menudo,Muy rara vez,Rara vez,Muy a menudo,Rara vez,Rara vez,A menudo,A menudo,A menudo,Muy rara vez,Rara vez,Rara vez,A menudo,Muy rara vez,A menudo,3,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,16,18,23,19,15,91,14.85,3.33,18.61,3.71,18.07,4.01,17.08,4.28,17.04,3.16,68.82,9.18,105,98,118,107,90,136,2016-02-06 00:00:00,7,CALLAO 3 - Santa Rosa (REF. cruce Av. Bertello y Bocanegra),3ero,Ninguno,Celular,Acción por el clima,con mis padres y mi hermano,jugar futbol,computacion,futbol,policia,que no maten a los animales en extincion,Sí,x,los niños me molestaban por mi apellido y eso no me gustaba,No,INANNRWD,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet propio,Estable,No,muy bien,Mamá,M,8.0,Tercero,Callao Santa Rosa,Lima,Nuevos,Matriculado,2024.0,Ninguno,Académica,IEWDENWZ,INANNRWD,BAJO,Académica,Ninguno,Acción por el clima,con mis padres y mi hermano,jugar futbol,computacion,futbol,policia,que no maten a los animales en extincion,Sí,x,los niños me molestaban por mi apellido y eso no me gustaba,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
RYSYAAIR,Muy a menudo,A menudo,Muy a menudo,Muy a menudo,Rara Vez,A menudo,Muy a menudo,Muy rara vez,Muy rara vez,A menudo,Rara vez,A menudo,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,Rara vez,Muy a menudo,Muy a menudo,A menudo,Rara vez,Muy a menudo,Muy a menudo,A menudo,Rara vez,Rara vez,Muy rara vez,A menudo,Muy rara vez,Muy a menudo,4,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,17,23,22,21,19,102,14.85,3.33,18.61,3.71,18.07,4.01,17.08,4.28,17.04,3.16,68.82,9.18,110,118,115,114,109,154,2015-09-07 00:00:00,8,ATE 3 - PURUCHUCO (REF. Frente a la Huaca de Puruchuco),3ero,Ninguno,"Celular, Laptop",Acción por el clima,con mi madre y hermana,Jugar videojuegos ,Matemáticas e ingles,Ajedrez,Maestro de matemáticas,Ser profesional,Sí,No,Un poco frustrado por que mis amigos no me dejaban copiar la clase y me distraen,No,ISSRIWIW,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet prestado,Estable,Sí,bien y emocionados por la oportunidad que tendrá mi hijo en Innova Schools,Mamá,M,8.0,Tercero,Ate Puruchuco,Lima,Nuevos,Matriculado,2024.0,Ninguno,Académica,IESIIDRN,ISSRIWIW,BAJO,Académica,Ninguno,Acción por el clima,con mi madre y hermana,Jugar videojuegos,Matemáticas e ingles,Ajedrez,Maestro de matemáticas,Ser profesional,Sí,No,Un poco frustrado por que mis amigos no me dejaban copiar la clase y me distraen,Noveno,SJL 4 - El Sol,Académica,17.106409614421633,17.465848773159742,16.812919379068603,17.03880821231848,17.25338007010516,18.16229344016024,18.241762643965952,17.967200801201802,17.440203161717577,17.44967451176765,APROBADO,BAJO
